geo,year,oil_consumption_barrels
taiwan,2018,1008.89335
thailand,2018,1271.55346
vietnam,2018,580.04543
other_asia_pacific,2018,525.71837
total_asia_pacific,2018,35603.21483
total_world,2018,98449.09716
canada,2019,2474.92872
mexico,2019,1817.56396
united_states,2019,19423.62525
total_north_america,2019,23716.11794
argentina,2019,569.837
brazil,2019,2417.35551
chile,2019,378.11527
colombia,2019,414.45219
ecuador,2019,248.53153
peru,2019,262.13641
trinidad_tobago,2019,35.39206
venezuela,2019,411.15811
central_america,2019,487.91152
other_caribbean,2019,623.24397
other_south_america,2019,231.09528
total_south_central_america,2019,6079.22885
austria,2019,265.47616
belgium,2019,627.69388
bulgaria,2019,105.24918
croatia,2019,69.15174
cyprus,2019,51.55305
czech_republic,2019,209.46296
denmark,2019,189.27033
estonia,2019,26.79314
finland,2019,198.67458
france,2019,1528.37352
germany,2019,2362.06989
greece,2019,303.57815
hungary,2019,176.25526
iceland,2019,19.21434
ireland,2019,154.32225
italy,2019,1288.57849
latvia,2019,38.8826
lithuania,2019,66.91186
luxembourg,2019,60.64416
netherlands,2019,886.63845
north_macedonia,2019,22.56316
norway,2019,215.49019
poland,2019,682.87512
portugal,2019,247.24233
romania,2019,215.11054
slovakia,2019,82.66841
slovenia,2019,52.02609
spain,2019,1264.75479
sweden,2019,266.23646
switzerland,2019,216.33344
turkey,2019,1025.32848
ukraine,2019,239.35168
united_kingdom,2019,1515.31483
other_europe,2019,349.96879
total_europe,2019,15024.05831
azerbaijan,2019,115.1834
belarus,2019,174.38218
kazakhstan,2019,306.58985
russian_federation,2019,3424.92008
turkmenistan,2019,139.70943
russia,2019,0
uzbekistan,2019,122.7668
other_cis,2019,88.08174
total_cis,2019,4371.63348
iran,2019,1857.53072
iraq,2019,799.08532
israel,2019,231.43843
kuwait,2019,493.07089
oman,2019,217.2618
qatar,2019,372.35674
saudi_arabia,2019,3632.11993
united_arab_emirates,2019,962.48999
other_middle_east,2019,590.12765
total_middle_east,2019,9155.48147
algeria,2019,430.20116
egypt,2019,691.65321
morocco,2019,292.65263
south_africa,2019,553.62962
eastern_africa,2019,704.53033
middle_africa,2019,266.42652
western_africa,2019,920.93952
other_northern_africa,2019,326.18776
other_southern_africa,2019,56.42113
total_africa,2019,4242.64188
australia,2019,1064.39091
bangladesh,2019,203.66534
china,2019,14315.64549
china_hong_kong_sar,2019,407.1501
india,2019,5179.45153
indonesia,2019,1587.04124
japan,2019,3846.32912
malaysia,2019,868.10338
new_zealand,2019,178.62257
pakistan,2019,458.18774
philippines,2019,465.07671
singapore,2019,1389.30026
south_korea,2019,2788.94521
sri_lanka,2019,143.81225
taiwan,2019,951.54899
thailand,2019,1284.70679
vietnam,2019,614.36924
other_asia_pacific,2019,562.66187
total_asia_pacific,2019,36309.00873
total_world,2019,98898.17065
canada,2020,2171.34793
mexico,2020,1602.03607
united_states,2020,17183.31935
total_north_america,2020,20956.70335
argentina,2020,506.58582
brazil,2020,2268.23089
chile,2020,345.54018
colombia,2020,345.48235
ecuador,2020,202.67005
peru,2020,201.14044
trinidad_tobago,2020,30.29518
venezuela,2020,229.71183
central_america,2020,387.854
other_caribbean,2020,537.11382
other_south_america,2020,207.40991
total_south_central_america,2020,5262.03448
austria,2020,229.82137
belgium,2020,541.15047
bulgaria,2020,94.80478
croatia,2020,58.95946
cyprus,2020,43.75853
czech_republic,2020,181.03331
denmark,2020,156.36826
estonia,2020,27.10363
finland,2020,178.40563
france,2020,1288.11465
germany,2020,2132.2176
greece,2020,245.69957
hungary,2020,160.68311
iceland,2020,12.58541
ireland,2020,129.8817
italy,2020,1058.58344
latvia,2020,34.03807
lithuania,2020,62.43908
luxembourg,2020,49.125
netherlands,2020,846.12318
north_macedonia,2020,20.62442
norway,2020,200.64083
poland,2020,643.7248
portugal,2020,202.55947
romania,2020,205.64335
slovakia,2020,82.74527
slovenia,2020,43.44853
spain,2020,1015.80767
sweden,2020,237.04625
switzerland,2020,178.59872
turkey,2020,970.17653
ukraine,2020,226.84715
united_kingdom,2020,1199.97975
other_europe,2020,325.42463
total_europe,2020,13084.16361
azerbaijan,2020,105.09039
belarus,2020,166.40312
kazakhstan,2020,263.84651
russian_federation,2020,3303.65653
turkmenistan,2020,189.86045
russia,2020,0
uzbekistan,2020,125.20589
other_cis,2020,86.04477
total_cis,2020,4240.10766
iran,2020,1787.7034
iraq,2020,692.90685
israel,2020,199.44819
kuwait,2020,465.036
oman,2020,180.52826
qatar,2020,293.67827
saudi_arabia,2020,3437.31915
united_arab_emirates,2020,877.32124
other_middle_east,2020,537.67675
total_middle_east,2020,8471.61811
algeria,2020,385.35605
egypt,2020,606.58169
morocco,2020,258.45349
south_africa,2020,474.6308
eastern_africa,2020,627.34269
middle_africa,2020,226.00574
western_africa,2020,920.9625
other_northern_africa,2020,304.44383
other_southern_africa,2020,51.43985
total_africa,2020,3855.21665
australia,2020,915.48765
bangladesh,2020,171.53052
china,2020,14403.74599
china_hong_kong_sar,2020,283.49649
india,2020,4738.00453
indonesia,2020,1405.50873
japan,2020,3412.24774
malaysia,2020,729.41829
new_zealand,2020,147.77856
pakistan,2020,449.31152
philippines,2020,381.31852
singapore,2020,1267.33328
south_korea,2020,2630.20219
sri_lanka,2020,122.02181
taiwan,2020,909.44953
thailand,2020,1153.70074
vietnam,2020,555.92733
other_asia_pacific,2020,571.26853
total_asia_pacific,2020,34247.75195
total_world,2020,90117.59581
canada,2021,2215.08971
mexico,2021,1769.77598
united_states,2021,18784.70332
total_north_america,2021,22769.56901
argentina,2021,605.49167
brazil,2021,2412.81373
chile,2021,379.96363
colombia,2021,408.49583
ecuador,2021,248.03306
peru,2021,248.05542
trinidad_tobago,2021,29.57669
venezuela,2021,247.2906
central_america,2021,444.78292
other_caribbean,2021,545.30374
other_south_america,2021,241.16581
total_south_central_america,2021,5810.97309
austria,2021,243.59429
belgium,2021,600.21575
bulgaria,2021,99.63169
croatia,2021,62.64824
cyprus,2021,45.18335
czech_republic,2021,200.61301
denmark,2021,136.40596
estonia,2021,26.68839
finland,2021,167.53729
france,2021,1388.47367
germany,2021,2122.27043
greece,2021,260.62593
hungary,2021,175.14892
iceland,2021,14.2969
ireland,2021,140.78768
italy,2021,1179.15337
latvia,2021,35.6315
lithuania,2021,63.28927
luxembourg,2021,53.02681
netherlands,2021,845.65643
north_macedonia,2021,22.39325
norway,2021,206.46723
poland,2021,673.84601
portugal,2021,208.77778
romania,2021,221.14727
slovakia,2021,87.15389
slovenia,2021,46.69839
spain,2021,1123.2895
sweden,2021,266.20338
switzerland,2021,179.85229
turkey,2021,1033.34236
ukraine,2021,229.88519
united_kingdom,2021,1216.25915
other_europe,2021,341.04109
total_europe,2021,13717.23564
azerbaijan,2021,120.1211
belarus,2021,169.9144
kazakhstan,2021,326.83513
russian_federation,2021,3523.24725
turkmenistan,2021,165.08681
russia,2021,0
uzbekistan,2021,126.72612
other_cis,2021,95.1981
total_cis,2021,4527.12891
iran,2021,1896.61394
iraq,2021,776.74592
israel,2021,208.51059
kuwait,2021,514.58737
oman,2021,199.20833
qatar,2021,317.9345
saudi_arabia,2021,3600.30564
united_arab_emirates,2021,958.90975
other_middle_east,2021,522.19988
total_middle_east,2021,8995.01592
algeria,2021,404.98387
egypt,2021,654.33671
morocco,2021,290.67865
south_africa,2021,501.78253
eastern_africa,2021,680.51147
middle_africa,2021,271.01787
western_africa,2021,999.80818
other_northern_africa,2021,345.69693
other_southern_africa,2021,54.29278
total_africa,2021,4203.10901
australia,2021,940.88332
bangladesh,2021,232.98486
china,2021,14888.34759
china_hong_kong_sar,2021,253.86025
india,2021,4841.0996
indonesia,2021,1471.10044
japan,2021,3485.16439
malaysia,2021,703.27165
new_zealand,2021,147.57271
pakistan,2021,518.361
philippines,2021,412.09365
singapore,2021,1249.79531
south_korea,2021,2816.26849
sri_lanka,2021,116.41491
taiwan,2021,961.0568
thailand,2021,1159.82643
vietnam,2021,525.17564
other_asia_pacific,2021,567.40827
total_asia_pacific,2021,35290.68533
total_world,2021,95313.7169
canada,2022,2294.16332
mexico,2022,1931.35533
united_states,2022,18862.21027
total_north_america,2022,23087.72891
argentina,2022,683.44948
brazil,2022,2512.85887
chile,2022,411.00213
colombia,2022,477.62739
ecuador,2022,270.54115
peru,2022,259.94614
trinidad_tobago,2022,31.66169
venezuela,2022,303.67588
central_america,2022,469.52171
other_caribbean,2022,553.33225
other_south_america,2022,246.65611
total_south_central_america,2022,6220.27279
austria,2022,233.79568
belgium,2022,582.79944
bulgaria,2022,106.73926
croatia,2022,68.38088
cyprus,2022,48.20887
czech_republic,2022,192.75666
denmark,2022,143.99785
estonia,2022,27.76103
finland,2022,179.27053
france,2022,1380.79414
germany,2022,2169.10703
greece,2022,296.87976
hungary,2022,172.49719
iceland,2022,17.92437
ireland,2022,148.57141
italy,2022,1294.90819
latvia,2022,34.17735
lithuania,2022,63.83988
luxembourg,2022,48.40894
netherlands,2022,825.63734
north_macedonia,2022,24.05817
norway,2022,208.67568
poland,2022,698.34831
portugal,2022,226.97199
romania,2022,224.14532
slovakia,2022,87.80553
slovenia,2022,49.26917
spain,2022,1246.72307
sweden,2022,240.07613
switzerland,2022,185.28411
turkey,2022,1071.56822
ukraine,2022,200.50984
united_kingdom,2022,1299.44536
other_europe,2022,365.52602
total_europe,2022,14164.86272
azerbaijan,2022,126.19065
belarus,2022,162.30015
kazakhstan,2022,322.71857
russian_federation,2022,3613.50047
turkmenistan,2022,183.23799
russia,2022,0
uzbekistan,2022,134.3223
other_cis,2022,99.68763
total_cis,2022,4641.95776
iran,2022,1906.28592
iraq,2022,851.67163
israel,2022,224.3793
kuwait,2022,482.08559
oman,2022,226.77056
qatar,2022,364.46933
saudi_arabia,2022,3854.15248
united_arab_emirates,2022,1099.6738
other_middle_east,2022,523.73864
total_middle_east,2022,9533.22725
algeria,2022,418.32914
egypt,2022,755.66092
morocco,2022,298.55012
south_africa,2022,501.1325
eastern_africa,2022,703.71952
middle_africa,2022,285.20043
western_africa,2022,1030.97067
other_northern_africa,2022,380.78196
other_southern_africa,2022,56.01729
total_africa,2022,4430.36255
australia,2022,999.08576
bangladesh,2022,274.54977
china,2022,14969.98319
china_hong_kong_sar,2022,214.27048
india,2022,5208.69894
indonesia,2022,1596.58538
japan,2022,3501.6282
malaysia,2022,845.24428
new_zealand,2022,146.55794
pakistan,2022,506.1428
philippines,2022,451.07079
singapore,2022,1227.76672
south_korea,2022,2856.0137
sri_lanka,2022,97.68243
taiwan,2022,883.16071
thailand,2022,1220.82369
vietnam,2022,613.87121
other_asia_pacific,2022,604.97807
total_asia_pacific,2022,36218.11407
total_world,2022,98296.52607
canada,2023,2312.71378
mexico,2023,1843.22014
united_states,2023,19013.82667
total_north_america,2023,23169.7606
argentina,2023,664.03312
brazil,2023,2577.27159
chile,2023,406.46634
colombia,2023,456.11576
ecuador,2023,284.38398
peru,2023,267.63564
trinidad_tobago,2023,32.51709
venezuela,2023,361.64068
central_america,2023,497.13146
other_caribbean,2023,556.11977
other_south_america,2023,250.06728
total_south_central_america,2023,6353.38271
austria,2023,231.48968
belgium,2023,567.67348
bulgaria,2023,106.04058
croatia,2023,75.63769
cyprus,2023,48.10273
czech_republic,2023,190.98978
denmark,2023,156.2848
estonia,2023,26.47444
finland,2023,161.26119
france,2023,1364.24036
germany,2023,2033.86082
greece,2023,295.2226
hungary,2023,168.46352
iceland,2023,18.94836
ireland,2023,147.4819
italy,2023,1267.39897
latvia,2023,34.27692
lithuania,2023,65.74217
luxembourg,2023,46.72004
netherlands,2023,834.41177
north_macedonia,2023,23.96211
norway,2023,217.26535
poland,2023,694.53137
portugal,2023,219.6491
romania,2023,231.32027
slovakia,2023,86.47882
slovenia,2023,45.74317
spain,2023,1198.84284
sweden,2023,239.82925
switzerland,2023,188.32933
turkey,2023,1143.029
ukraine,2023,203.79661
united_kingdom,2023,1315.45608
other_europe,2023,361.56054
total_europe,2023,14010.51564
azerbaijan,2023,131.3381
belarus,2023,161.45944
kazakhstan,2023,333.48578
russian_federation,2023,3765.0069
turkmenistan,2023,162.51362
russia,2023,0
uzbekistan,2023,135.21196
other_cis,2023,103.03951
total_cis,2023,4792.05531
iran,2023,1931.31085
iraq,2023,905.99151
israel,2023,218.15053
kuwait,2023,495.88239
oman,2023,226.88283
qatar,2023,387.90172
saudi_arabia,2023,3899.85897
united_arab_emirates,2023,1137.68773
other_middle_east,2023,530.51593
total_middle_east,2023,9734.18247
algeria,2023,439.93191
egypt,2023,740.50973
morocco,2023,299.31118
south_africa,2023,505.17272
eastern_africa,2023,718.87466
middle_africa,2023,294.22714
western_africa,2023,985.0322
other_northern_africa,2023,409.97042
other_southern_africa,2023,56.58565
total_africa,2023,4449.61561
australia,2023,1057.83377
bangladesh,2023,232.93377
china,2023,16578.65489
china_hong_kong_sar,2023,268.20501
india,2023,5452.08325
indonesia,2023,1598.28223
japan,2023,3421.53811
malaysia,2023,919.05943
new_zealand,2023,156.66552
pakistan,2023,410.01352
philippines,2023,462.80679
singapore,2023,1407.63159
south_korea,2023,2796.45492
sri_lanka,2023,109.67066
taiwan,2023,834.76037
thailand,2023,1216.9316
vietnam,2023,658.47087
other_asia_pacific,2023,602.7086
total_asia_pacific,2023,38184.7049
total_world,2023,100694.21724
canada,2024,2333.19898
mexico,2024,1853.3029
united_states,2024,18995.00546
total_north_america,2024,23181.50734
argentina,2024,604.33533
brazil,2024,2575.23019
chile,2024,428.13501
colombia,2024,449.04745
ecuador,2024,290.27504
peru,2024,279.58883
trinidad_tobago,2024,33.23651
venezuela,2024,325.10433
central_america,2024,516.72472
other_caribbean,2024,575.11395
other_south_america,2024,259.29415
total_south_central_america,2024,6336.08551
austria,2024,228.1641
belgium,2024,576.96011
bulgaria,2024,108.62076
croatia,2024,81.16645
cyprus,2024,49.20357
czech_republic,2024,199.5244
denmark,2024,157.09269
estonia,2024,25.93058
finland,2024,157.12945
france,2024,1359.66524
germany,2024,2051.45034
greece,2024,298.34005
hungary,2024,170.57993
iceland,2024,19.58968
ireland,2024,148.71263
italy,2024,1262.47555
latvia,2024,32.42691
lithuania,2024,64.08694
luxembourg,2024,48.15213
netherlands,2024,784.6811
north_macedonia,2024,24.48679
norway,2024,222.17864
poland,2024,704.66203
portugal,2024,213.11705
romania,2024,242.20441
slovakia,2024,85.27546
slovenia,2024,45.177
spain,2024,1269.89977
sweden,2024,248.67991
switzerland,2024,188.01649
turkey,2024,1162.45839
ukraine,2024,205.97673
united_kingdom,2024,1325.10029
other_europe,2024,366.90454
total_europe,2024,14128.09011
azerbaijan,2024,128.18706
belarus,2024,161.88801
kazakhstan,2024,346.25666
russian_federation,2024,3846.33342
turkmenistan,2024,162.41153
russia,2024,0
uzbekistan,2024,137.30442
other_cis,2024,101.95483
total_cis,2024,4884.33592
iran,2024,1953.25098
iraq,2024,924.799
israel,2024,206.94111
kuwait,2024,519.16454
oman,2024,217.43495
qatar,2024,397.2804
saudi_arabia,2024,3958.60081
united_arab_emirates,2024,1183.30257
other_middle_east,2024,532.47818
total_middle_east,2024,9893.25254
algeria,2024,461.42931
egypt,2024,781.74194
morocco,2024,315.80815
south_africa,2024,466.57644
eastern_africa,2024,731.14677
middle_africa,2024,297.66515
western_africa,2024,1017.28362
other_northern_africa,2024,430.0994
other_southern_africa,2024,56.89958
total_africa,2024,4558.65036
australia,2024,1087.00968
bangladesh,2024,264.43851
china,2024,16373.50818
china_hong_kong_sar,2024,304.5634
india,2024,5620.53699
indonesia,2024,1633.19747
japan,2024,3237.85732
malaysia,2024,934.37788
new_zealand,2024,158.14595
pakistan,2024,423.8026
philippines,2024,486.64133
singapore,2024,1491.94851
south_korea,2024,2891.48767
sri_lanka,2024,115.51327
taiwan,2024,823.92847
thailand,2024,1252.79791
vietnam,2024,706.8722
other_asia_pacific,2024,629.43963
total_asia_pacific,2024,38436.06698
total_world,2024,101417.98876
